name	taxonomy_id	taxonomy_lvl	CD_7_long.bracken_G.txt_num	CD_7_long.bracken_G.txt_frac	CD_7_short.bracken_G.txt_num	CD_7_short.bracken_G.txt_frac	TD_31_long.bracken_G.txt_num	TD_31_long.bracken_G.txt_frac	TD_31_short.bracken_G.txt_num	TD_31_short.bracken_G.txt_frac	TD_92_long.bracken_G.txt_num	TD_92_long.bracken_G.txt_frac	TD_92_short.bracken_G.txt_num	TD_92_short.bracken_G.txt_frac
Flavobacterium	237	G	0	0.00000	20	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Persicobacter	59740	G	0	0.00000	155	0.00014	0	0.00000	613	0.00031	0	0.00000	179	0.00008
Aureibacter	1097443	G	0	0.00000	54	0.00005	0	0.00000	56	0.00003	0	0.00000	0	0.00000
Fulvitalea	1434007	G	0	0.00000	15	0.00001	0	0.00000	28	0.00001	0	0.00000	41	0.00002
Hymenobacter	89966	G	0	0.00000	127	0.00011	0	0.00000	560	0.00028	0	0.00000	201	0.00009
Rufibacter	1379908	G	0	0.00000	29	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Flammeovirga	59739	G	0	0.00000	110	0.00010	0	0.00000	23	0.00001	0	0.00000	0	0.00000
Chondrinema	3051458	G	0	0.00000	37	0.00003	0	0.00000	315	0.00016	0	0.00000	117	0.00005
Bernardetia	1937972	G	0	0.00000	16	0.00001	0	0.00000	28	0.00001	0	0.00000	82	0.00004
Pedobacter	84567	G	0	0.00000	37	0.00003	0	0.00000	219	0.00011	0	0.00000	140	0.00006
Gemmatirosa	1706036	G	0	0.00000	80	0.00007	0	0.00000	15	0.00001	0	0.00000	213	0.00010
Sulfurovum	265570	G	0	0.00000	37	0.00003	0	0.00000	0	0.00000	0	0.00000	32	0.00001
Fusobacterium	848	G	0	0.00000	2653	0.00240	0	0.00000	802	0.00040	0	0.00000	1098	0.00050
Cetobacterium	180162	G	0	0.00000	207	0.00019	0	0.00000	66	0.00003	0	0.00000	181	0.00008
Ilyobacter	167639	G	0	0.00000	172	0.00016	0	0.00000	50	0.00002	0	0.00000	179	0.00008
Haliovirga	3072462	G	0	0.00000	56	0.00005	0	0.00000	0	0.00000	0	0.00000	155	0.00007
Nitratidesulfovibrio	2802295	G	0	0.00000	67	0.00006	0	0.00000	15	0.00001	0	0.00000	10	0.00000
Solidesulfovibrio	2910984	G	0	0.00000	11	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Geoalkalibacter	392332	G	0	0.00000	20	0.00002	0	0.00000	87	0.00004	0	0.00000	84	0.00004
Treponema	157	G	0	0.00000	52	0.00005	0	0.00000	25	0.00001	0	0.00000	20	0.00001
Borrelia	138	G	0	0.00000	20	0.00002	0	0.00000	0	0.00000	0	0.00000	13	0.00001
Borreliella	64895	G	0	0.00000	14	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tautonia	2680020	G	0	0.00000	34	0.00003	0	0.00000	0	0.00000	0	0.00000	46	0.00002
Halomicrobium	203135	G	0	0.00000	568	0.00051	0	0.00000	148	0.00007	0	0.00000	47	0.00002
Halomarina	871740	G	0	0.00000	211	0.00019	0	0.00000	70	0.00003	0	0.00000	27	0.00001
Halorhabdus	146825	G	0	0.00000	207	0.00019	0	0.00000	123	0.00006	0	0.00000	419	0.00019
Haloarcula	2237	G	0	0.00000	281	0.00025	0	0.00000	64	0.00003	0	0.00000	33	0.00002
Halococcoides	2907507	G	0	0.00000	89	0.00008	0	0.00000	41	0.00002	0	0.00000	0	0.00000
Haloglomus	2806252	G	0	0.00000	94	0.00008	0	0.00000	46	0.00002	0	0.00000	33	0.00002
Halosimplex	171163	G	0	0.00000	584	0.00053	0	0.00000	149	0.00007	0	0.00000	246	0.00011
Natronomonas	63743	G	0	0.00000	291	0.00026	0	0.00000	393	0.00020	0	0.00000	190	0.00009
Salinirubellus	2162630	G	0	0.00000	107	0.00010	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Salinibaculum	2732368	G	0	0.00000	148	0.00013	0	0.00000	60	0.00003	0	0.00000	58	0.00003
Halapricum	1542963	G	0	0.00000	65	0.00006	0	0.00000	91	0.00005	0	0.00000	92	0.00004
Halorientalis	1073987	G	0	0.00000	792	0.00072	0	0.00000	320	0.00016	0	0.00000	104	0.00005
Halorarius	3056835	G	0	0.00000	201	0.00018	0	0.00000	79	0.00004	0	0.00000	380	0.00017
Halomicroarcula	1427149	G	0	0.00000	167	0.00015	0	0.00000	119	0.00006	0	0.00000	61	0.00003
Halocatena	2907493	G	0	0.00000	22	0.00002	0	0.00000	27	0.00001	0	0.00000	16	0.00001
Halobaculum	43927	G	0	0.00000	671	0.00061	0	0.00000	1087	0.00054	0	0.00000	848	0.00039
Haloplanus	376170	G	0	0.00000	434	0.00039	0	0.00000	192	0.00010	0	0.00000	39	0.00002
Haloferax	2251	G	0	0.00000	254	0.00023	0	0.00000	82	0.00004	0	0.00000	37	0.00002
Halorubrum	56688	G	0	0.00000	364	0.00033	0	0.00000	126	0.00006	0	0.00000	118	0.00005
Haloprofundus	1911573	G	0	0.00000	109	0.00010	0	0.00000	43	0.00002	0	0.00000	44	0.00002
Salinigranum	1644057	G	0	0.00000	59	0.00005	0	0.00000	32	0.00002	0	0.00000	45	0.00002
Halolamina	1075397	G	0	0.00000	144	0.00013	0	0.00000	0	0.00000	0	0.00000	74	0.00003
Halohasta	1450140	G	0	0.00000	84	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halalkaliarchaeum	2678343	G	0	0.00000	19	0.00002	0	0.00000	19	0.00001	0	0.00000	27	0.00001
Natrinema	88723	G	0	0.00000	299	0.00027	0	0.00000	139	0.00007	0	0.00000	182	0.00008
Salinilacihabitans	3065676	G	0	0.00000	167	0.00015	0	0.00000	42	0.00002	0	0.00000	97	0.00004
Natronococcus	29287	G	0	0.00000	93	0.00008	0	0.00000	30	0.00001	0	0.00000	63	0.00003
Halovivax	332951	G	0	0.00000	51	0.00005	0	0.00000	28	0.00001	0	0.00000	38	0.00002
Haloterrigena	121871	G	0	0.00000	72	0.00007	0	0.00000	195	0.00010	0	0.00000	201	0.00009
Natrarchaeobaculum	2765402	G	0	0.00000	49	0.00004	0	0.00000	20	0.00001	0	0.00000	268	0.00012
Natronorubrum	134813	G	0	0.00000	45	0.00004	0	0.00000	36	0.00002	0	0.00000	48	0.00002
Halosolutus	2993618	G	0	0.00000	28	0.00003	0	0.00000	57	0.00003	0	0.00000	50	0.00002
Natronosalvus	3076685	G	0	0.00000	25	0.00002	0	0.00000	47	0.00002	0	0.00000	36	0.00002
Natronobeatus	3065678	G	0	0.00000	43	0.00004	0	0.00000	31	0.00002	0	0.00000	0	0.00000
Natribaculum	1699375	G	0	0.00000	37	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halobiforma	203193	G	0	0.00000	37	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Natrononativus	3065677	G	0	0.00000	15	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Natrialba	63742	G	0	0.00000	15	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halorussus	1070314	G	0	0.00000	855	0.00077	0	0.00000	304	0.00015	0	0.00000	1904	0.00087
Haladaptatus	367188	G	0	0.00000	99	0.00009	0	0.00000	71	0.00004	0	0.00000	47	0.00002
Halomicrococcus	2614447	G	0	0.00000	50	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halococcus	2249	G	0	0.00000	175	0.00016	0	0.00000	29	0.00001	0	0.00000	18	0.00001
Halalkalicoccus	332246	G	0	0.00000	116	0.00010	0	0.00000	35	0.00002	0	0.00000	23	0.00001
Halobacterium	2239	G	0	0.00000	603	0.00054	0	0.00000	191	0.00010	0	0.00000	169	0.00008
Halodesulfurarchaeum	1980514	G	0	0.00000	35	0.00003	0	0.00000	27	0.00001	0	0.00000	0	0.00000
Halospeciosus	3116496	G	0	0.00000	224	0.00020	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Salarchaeum	1075398	G	0	0.00000	125	0.00011	0	0.00000	0	0.00000	0	0.00000	111	0.00005
Halanaeroarchaeum	1656823	G	0	0.00000	12	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Salinarchaeum	1269201	G	0	0.00000	32	0.00003	0	0.00000	33	0.00002	0	0.00000	19	0.00001
Methanolobus	2220	G	0	0.00000	837	0.00076	0	0.00000	615	0.00031	0	0.00000	917	0.00042
Methanosarcina	2207	G	0	0.00000	588	0.00053	0	0.00000	513	0.00026	0	0.00000	510	0.00023
Methanohalophilus	2175	G	0	0.00000	889	0.00080	0	0.00000	37	0.00002	0	0.00000	311	0.00014
Methanohalobium	2321	G	0	0.00000	223	0.00020	0	0.00000	28	0.00001	0	0.00000	139	0.00006
Methanococcoides	2225	G	0	0.00000	280	0.00025	0	0.00000	130	0.00006	0	0.00000	304	0.00014
Methanimicrococcus	91559	G	0	0.00000	389	0.00035	0	0.00000	356	0.00018	0	0.00000	137	0.00006
Methanosalsum	196136	G	0	0.00000	138	0.00012	0	0.00000	0	0.00000	0	0.00000	160	0.00007
Methanomethylovorans	101191	G	0	0.00000	65	0.00006	0	0.00000	111	0.00006	0	0.00000	117	0.00005
Methanolapillus	3136068	G	0	0.00000	156	0.00014	0	0.00000	54	0.00003	0	0.00000	249	0.00011
Methanoplanus	2314	G	0	0.00000	537	0.00049	0	0.00000	327	0.00016	0	0.00000	228	0.00010
Methanofollis	81416	G	0	0.00000	155	0.00014	0	0.00000	59	0.00003	0	0.00000	102	0.00005
Methanolacinia	230355	G	0	0.00000	180	0.00016	0	0.00000	80	0.00004	0	0.00000	16	0.00001
Methanoculleus	45989	G	0	0.00000	115	0.00010	0	0.00000	83	0.00004	0	0.00000	60	0.00003
Methanomicrobium	2204	G	0	0.00000	150	0.00014	0	0.00000	325	0.00016	0	0.00000	93	0.00004
Methanogenium	2195	G	0	0.00000	86	0.00008	0	0.00000	145	0.00007	0	0.00000	665	0.00030
Methanocorpusculum	2192	G	0	0.00000	281	0.00025	0	0.00000	150	0.00007	0	0.00000	103	0.00005
Methanoregula	395331	G	0	0.00000	250	0.00023	0	0.00000	203	0.00010	0	0.00000	223	0.00010
Methanospirillum	2202	G	0	0.00000	138	0.00012	0	0.00000	135	0.00007	0	0.00000	157	0.00007
Methanocella	570266	G	0	0.00000	1120	0.00101	0	0.00000	829	0.00041	0	0.00000	894	0.00041
Methanothrix	2222	G	0	0.00000	117	0.00011	0	0.00000	106	0.00005	0	0.00000	20	0.00001
Methanobrevibacter	2172	G	0	0.00000	2606	0.00235	0	0.00000	555	0.00028	0	0.00000	1699	0.00077
Methanosphaera	2316	G	0	0.00000	1035	0.00093	0	0.00000	102	0.00005	0	0.00000	121	0.00006
Methanobacterium	2160	G	0	0.00000	488	0.00044	0	0.00000	236	0.00012	0	0.00000	353	0.00016
Methanothermobacter	145260	G	0	0.00000	38	0.00003	0	0.00000	15	0.00001	0	0.00000	26	0.00001
Methanococcus	2184	G	0	0.00000	447	0.00040	0	0.00000	542	0.00027	0	0.00000	349	0.00016
Methanothermococcus	155862	G	0	0.00000	445	0.00040	0	0.00000	93	0.00005	0	0.00000	208	0.00009
Methanocaldococcus	196118	G	0	0.00000	408	0.00037	0	0.00000	392	0.00020	0	0.00000	646	0.00029
Methanopyrus	2319	G	0	0.00000	98	0.00009	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermococcus	2263	G	0	0.00000	569	0.00051	0	0.00000	660	0.00033	0	0.00000	298	0.00014
Pyrococcus	2260	G	0	0.00000	37	0.00003	0	0.00000	36	0.00002	0	0.00000	40	0.00002
Methanonatronarchaeum	2022711	G	0	0.00000	88	0.00008	0	0.00000	13	0.00001	0	0.00000	36	0.00002
Archaeoglobus	2233	G	0	0.00000	34	0.00003	0	0.00000	58	0.00003	0	0.00000	26	0.00001
Geoglobus	190818	G	0	0.00000	22	0.00002	0	0.00000	0	0.00000	0	0.00000	23	0.00001
Acidilobus	105850	G	0	0.00000	346	0.00031	0	0.00000	111	0.00006	0	0.00000	0	0.00000
Acidianus	12914	G	0	0.00000	33	0.00003	0	0.00000	50	0.00002	0	0.00000	71	0.00003
Sulfolobus	2284	G	0	0.00000	44	0.00004	0	0.00000	44	0.00002	0	0.00000	64	0.00003
Saccharolobus	2100760	G	0	0.00000	21	0.00002	0	0.00000	12	0.00001	0	0.00000	0	0.00000
Pyrodictium	2308	G	0	0.00000	53	0.00005	0	0.00000	0	0.00000	0	0.00000	12	0.00001
Hyperthermus	54247	G	0	0.00000	49	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aeropyrum	56635	G	0	0.00000	10	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pyrobaculum	2276	G	0	0.00000	36	0.00003	0	0.00000	13	0.00001	0	0.00000	24	0.00001
Infirmifilum	2856573	G	0	0.00000	26	0.00002	0	0.00000	18	0.00001	0	0.00000	14	0.00001
Thermofilum	2268	G	0	0.00000	11	0.00001	0	0.00000	77	0.00004	0	0.00000	23	0.00001
Nitrosopumilus	338191	G	0	0.00000	109	0.00010	0	0.00000	139	0.00007	0	0.00000	140	0.00006
Candidatus Nitrosomarinus	1993653	G	0	0.00000	22	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nitrososphaera	497726	G	0	0.00000	16	0.00001	0	0.00000	10	0.00000	0	0.00000	48	0.00002
Candidatus Nitrosotenuis	1825023	G	0	0.00000	33	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Conexivisphaera	2613912	G	0	0.00000	14	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Methanomethylophilus	1291539	G	0	0.00000	254	0.00023	0	0.00000	81	0.00004	0	0.00000	19	0.00001
Methanomassiliicoccus	1080709	G	0	0.00000	53	0.00005	0	0.00000	18	0.00001	0	0.00000	43	0.00002
Picrophilus	46631	G	0	0.00000	88	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Aciduliprofundum	379546	G	0	0.00000	20	0.00002	0	0.00000	12	0.00001	0	0.00000	21	0.00001
Cohcovirus	2942991	G	0	0.00000	775	0.00070	0	0.00000	75	0.00004	0	0.00000	0	0.00000
Buchavirus	2942994	G	0	0.00000	48	0.00004	0	0.00000	0	0.00000	0	0.00000	332	0.00015
Besingivirus	2946821	G	0	0.00000	12	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Burzaovirus	2948645	G	0	0.00000	12	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Carjivirus	2948652	G	0	0.00000	583	0.00053	11	0.00037	255	0.00013	17	0.00022	0	0.00000
Endlipuvirus	2948697	G	0	0.00000	30	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lagaffevirus	2733108	G	0	0.00000	1148	0.00104	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lughvirus	2733190	G	0	0.00000	334	0.00030	0	0.00000	239	0.00012	0	0.00000	0	0.00000
Aurunvirus	2733093	G	0	0.00000	71	0.00006	0	0.00000	35	0.00002	0	0.00000	0	0.00000
Nesevirus	2843429	G	0	0.00000	278	0.00025	0	0.00000	64	0.00003	0	0.00000	242	0.00011
Tequatrovirus	10663	G	0	0.00000	26	0.00002	0	0.00000	0	0.00000	0	0.00000	233	0.00011
Tulanevirus	2560244	G	0	0.00000	11	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Oneupvirus	2733200	G	0	0.00000	61	0.00006	0	0.00000	33	0.00002	0	0.00000	0	0.00000
Matervirus	2842856	G	0	0.00000	33	0.00003	0	0.00000	16	0.00001	0	0.00000	27	0.00001
Eponavirus	2733103	G	0	0.00000	52	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Likavirus	1982880	G	0	0.00000	29	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Montyvirus	2733196	G	0	0.00000	39	0.00004	0	0.00000	0	0.00000	0	0.00000	12	0.00001
Veracruzvirus	2948946	G	0	0.00000	25	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Radostvirus	2843442	G	0	0.00000	85	0.00008	0	0.00000	0	0.00000	0	0.00000	67	0.00003
Mushuvirus	2733114	G	0	0.00000	19	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Glaedevirus	2843387	G	0	0.00000	19	0.00002	0	0.00000	0	0.00000	0	0.00000	48	0.00002
Kujavirus	2841277	G	0	0.00000	10	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Jouyvirus	2843396	G	0	0.00000	79	0.00007	0	0.00000	0	0.00000	0	0.00000	451	0.00021
Ilzatvirus	2560150	G	0	0.00000	11	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Donellivirus	2843376	G	0	0.00000	10	0.00001	0	0.00000	25	0.00001	0	0.00000	11	0.00001
Megavirus	3044761	G	0	0.00000	16	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pandoravirus	2060084	G	0	0.00000	28	0.00003	0	0.00000	18	0.00001	0	0.00000	34	0.00002
Myroides	76831	G	0	0.00000	0	0.00000	0	0.00000	1990	0.00099	0	0.00000	0	0.00000
Flagellimonas	444459	G	0	0.00000	0	0.00000	0	0.00000	33	0.00002	0	0.00000	0	0.00000
Pontibacter	323449	G	0	0.00000	0	0.00000	0	0.00000	23	0.00001	0	0.00000	0	0.00000
Emticicia	312278	G	0	0.00000	0	0.00000	0	0.00000	28	0.00001	0	0.00000	35	0.00002
Spirosoma	107	G	0	0.00000	0	0.00000	0	0.00000	13	0.00001	0	0.00000	27	0.00001
Sphingobacterium	28453	G	0	0.00000	0	0.00000	0	0.00000	127	0.00006	0	0.00000	0	0.00000
Sulfobacillus	28033	G	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000
Vagococcus	2737	G	0	0.00000	0	0.00000	0	0.00000	19	0.00001	0	0.00000	47	0.00002
Lacticaseibacillus	2759736	G	0	0.00000	0	0.00000	0	0.00000	48	0.00002	0	0.00000	16	0.00001
Fructilactobacillus	2767881	G	0	0.00000	0	0.00000	0	0.00000	20	0.00001	0	0.00000	0	0.00000
Paucilactobacillus	2767890	G	0	0.00000	0	0.00000	0	0.00000	27	0.00001	0	0.00000	0	0.00000
Carnobacterium	2747	G	0	0.00000	0	0.00000	0	0.00000	25	0.00001	0	0.00000	26	0.00001
Mycolicibacterium	1866885	G	0	0.00000	0	0.00000	0	0.00000	14	0.00001	0	0.00000	45	0.00002
Rothia	32207	G	0	0.00000	0	0.00000	0	0.00000	14	0.00001	0	0.00000	0	0.00000
Streptantibioticus	2995706	G	0	0.00000	0	0.00000	0	0.00000	14	0.00001	0	0.00000	13	0.00001
Sphaerisporangium	321315	G	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	20	0.00001
Erwinia	551	G	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	63	0.00003
Xylella	2370	G	0	0.00000	0	0.00000	0	0.00000	24	0.00001	0	0.00000	0	0.00000
Moraxella	475	G	0	0.00000	0	0.00000	0	0.00000	19	0.00001	0	0.00000	13	0.00001
Methylotuvimicrobium	2822410	G	0	0.00000	0	0.00000	0	0.00000	20	0.00001	0	0.00000	0	0.00000
Pseudochrobactrum	354349	G	0	0.00000	0	0.00000	0	0.00000	11	0.00001	0	0.00000	0	0.00000
Martelella	293088	G	0	0.00000	0	0.00000	0	0.00000	124	0.00006	0	0.00000	0	0.00000
Methylocella	120652	G	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000
Bartonella	773	G	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000
Roseinatronobacter	121820	G	0	0.00000	0	0.00000	0	0.00000	49	0.00002	0	0.00000	0	0.00000
Parasedimentitalea	2738399	G	0	0.00000	0	0.00000	0	0.00000	44	0.00002	0	0.00000	0	0.00000
Gemmobacter	204456	G	0	0.00000	0	0.00000	0	0.00000	165	0.00008	0	0.00000	0	0.00000
Pseudoroseomonas	2870717	G	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000	0	0.00000
Zymomonas	541	G	0	0.00000	0	0.00000	0	0.00000	66	0.00003	0	0.00000	0	0.00000
Croceicoccus	1295327	G	0	0.00000	0	0.00000	0	0.00000	11	0.00001	0	0.00000	0	0.00000
Mycetohabitans	2571159	G	0	0.00000	0	0.00000	0	0.00000	14	0.00001	0	0.00000	0	0.00000
Polaromonas	52972	G	0	0.00000	0	0.00000	0	0.00000	12	0.00001	0	0.00000	305	0.00014
Methylibium	316612	G	0	0.00000	0	0.00000	0	0.00000	29	0.00001	0	0.00000	10	0.00000
Sphaerotilus	34102	G	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	35	0.00002
Janthinobacterium	29580	G	0	0.00000	0	0.00000	0	0.00000	27	0.00001	0	0.00000	0	0.00000
Advenella	290425	G	0	0.00000	0	0.00000	0	0.00000	11	0.00001	0	0.00000	0	0.00000
Niveibacterium	1769726	G	0	0.00000	0	0.00000	0	0.00000	32	0.00002	0	0.00000	418	0.00019
Aliarcobacter	2321111	G	0	0.00000	0	0.00000	0	0.00000	12	0.00001	0	0.00000	45	0.00002
Desulforapulum	2904687	G	0	0.00000	0	0.00000	0	0.00000	26	0.00001	0	0.00000	0	0.00000
Aquisphaera	1511635	G	0	0.00000	0	0.00000	0	0.00000	47	0.00002	0	0.00000	0	0.00000
Halosegnis	2841540	G	0	0.00000	0	0.00000	0	0.00000	28	0.00001	0	0.00000	17	0.00001
Halovenus	1377992	G	0	0.00000	0	0.00000	0	0.00000	22	0.00001	0	0.00000	0	0.00000
Halomontanus	3125902	G	0	0.00000	0	0.00000	0	0.00000	33	0.00002	0	0.00000	23	0.00001
Halopiger	387342	G	0	0.00000	0	0.00000	0	0.00000	29	0.00001	0	0.00000	43	0.00002
Haloquadratum	293431	G	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000	10	0.00000
Actinarchaeum	3118923	G	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000	0	0.00000
Halarchaeum	744724	G	0	0.00000	0	0.00000	0	0.00000	19	0.00001	0	0.00000	0	0.00000
Stygiolobus	41674	G	0	0.00000	0	0.00000	0	0.00000	16	0.00001	0	0.00000	0	0.00000
Vulcanisaeta	164450	G	0	0.00000	0	0.00000	0	0.00000	25	0.00001	0	0.00000	0	0.00000
Candidatus Nitrosocosmicus	1826864	G	0	0.00000	0	0.00000	0	0.00000	15	0.00001	0	0.00000	18	0.00001
Ferroplasma	74968	G	0	0.00000	0	0.00000	0	0.00000	30	0.00001	0	0.00000	16	0.00001
Candidatus Prometheoarchaeum	2732160	G	0	0.00000	0	0.00000	0	0.00000	23	0.00001	0	0.00000	197	0.00009
Brussowvirus	1623303	G	0	0.00000	0	0.00000	0	0.00000	302	0.00015	0	0.00000	141	0.00006
Moineauvirus	1623304	G	0	0.00000	0	0.00000	0	0.00000	199	0.00010	0	0.00000	16	0.00001
Akihdevirus	2942978	G	0	0.00000	0	0.00000	0	0.00000	19	0.00001	0	0.00000	0	0.00000
Kayvirus	1857843	G	0	0.00000	0	0.00000	0	0.00000	198	0.00010	0	0.00000	0	0.00000
Brigitvirus	2733097	G	0	0.00000	0	0.00000	0	0.00000	264	0.00013	0	0.00000	0	0.00000
Leucotheavirus	2733109	G	0	0.00000	0	0.00000	0	0.00000	20	0.00001	0	0.00000	0	0.00000
Fibralongavirus	2733175	G	0	0.00000	0	0.00000	0	0.00000	28	0.00001	0	0.00000	0	0.00000
Kayfunavirus	2732686	G	0	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000
Cetovirus	2560112	G	0	0.00000	0	0.00000	0	0.00000	15	0.00001	0	0.00000	0	0.00000
Bixzunavirus	680114	G	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000
Halcyonevirus	2843388	G	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000
Cotonvirus	3044693	G	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000	20	0.00001
Theiavirus	3044842	G	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000
Potyvirus	12195	G	0	0.00000	0	0.00000	0	0.00000	13	0.00001	0	0.00000	0	0.00000
Alphabaculovirus	558016	G	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000
Enterocloster	2719313	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00016	288	0.00013
Birpovirus	2946830	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00030	0	0.00000
Kluyvera	579	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	46	0.00002
Cronobacter	413496	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00001
Lelliottia	1330545	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Chimaeribacter	2716544	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	368	0.00017
Morganella	581	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	92	0.00004
Arsenophonus	637	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00001
Metallibacterium	1218803	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00001
Aureimonas	414371	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00001
Rhodobacter	1060	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	36	0.00002
Marivivens	1759396	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00001
Wenxinia	653686	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00001
Ponticoccus	983507	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00001
Acidiphilium	522	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	362	0.00016
Formicincola	2952773	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	83	0.00004
Qipengyuania	1855416	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00001
Eleftheria	1597779	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00001
Massilia	149698	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00001
Conchiformibius	334107	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00001
Hydrogenophilus	70774	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	282	0.00013
Melissococcus	33969	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	45	0.00002
Aneurinibacillus	55079	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00001
Trichormus	264688	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00001
Nodosilinea	1120752	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	43	0.00002
Synechococcus	1129	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001
Arcobacter	28196	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00001
Leptospira	171	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00001
Granulicella	940557	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001
Halobellus	1073986	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	130	0.00006
