name	taxonomy_id	taxonomy_lvl	CD_7_long.bracken_S.txt_num	CD_7_long.bracken_S.txt_frac	CD_7_short.bracken_S.txt_num	CD_7_short.bracken_S.txt_frac	TD_31_long.bracken_S.txt_num	TD_31_long.bracken_S.txt_frac	TD_31_short.bracken_S.txt_num	TD_31_short.bracken_S.txt_frac	TD_92_long.bracken_S.txt_num	TD_92_long.bracken_S.txt_frac	TD_92_short.bracken_S.txt_num	TD_92_short.bracken_S.txt_frac
Enterobacter cloacae	550	S	0	0.00000	112	0.00010	212	0.00715	615	0.00031	26	0.00034	2058	0.00094
Enterobacter ludwigii	299767	S	0	0.00000	15	0.00001	0	0.00000	130	0.00006	0	0.00000	22	0.00001
Enterobacter roggenkampii	1812935	S	0	0.00000	17	0.00002	0	0.00000	34	0.00002	0	0.00000	587	0.00027
Enterobacter sp. LU1	1848517	S	0	0.00000	15	0.00001	25	0.00084	90	0.00004	0	0.00000	507	0.00023
Salmonella enterica	28901	S	0	0.00000	494	0.00045	0	0.00000	1826	0.00091	0	0.00000	1108	0.00051
Leclercia adecarboxylata	83655	S	0	0.00000	74	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Citrobacter freundii	546	S	0	0.00000	54	0.00005	0	0.00000	485	0.00024	0	0.00000	220	0.00010
Shigella flexneri	623	S	0	0.00000	71	0.00006	0	0.00000	0	0.00000	0	0.00000	213	0.00010
Phytobacter diazotrophicus	395631	S	0	0.00000	16	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Serratia marcescens	615	S	0	0.00000	566	0.00051	0	0.00000	399	0.00020	0	0.00000	238	0.00011
Serratia ureilytica	300181	S	0	0.00000	179	0.00016	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rahnella aquatilis	34038	S	0	0.00000	43	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rahnella aceris	2703885	S	0	0.00000	42	0.00004	0	0.00000	25	0.00001	0	0.00000	19	0.00001
Yersinia pestis	632	S	0	0.00000	26	0.00002	0	0.00000	32	0.00002	0	0.00000	61	0.00003
Proteus mirabilis	584	S	0	0.00000	309	0.00028	0	0.00000	231	0.00012	0	0.00000	288	0.00013
Providencia rettgeri	587	S	0	0.00000	28	0.00003	0	0.00000	0	0.00000	0	0.00000	18	0.00001
Providencia alcalifaciens	126385	S	0	0.00000	17	0.00002	0	0.00000	0	0.00000	0	0.00000	29	0.00001
Pantoea sp. At-9b	592316	S	0	0.00000	14	0.00001	0	0.00000	0	0.00000	0	0.00000	20	0.00001
Pantoea phytobeneficialis	2052056	S	0	0.00000	19	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pantoea agglomerans	549	S	0	0.00000	53	0.00005	0	0.00000	164	0.00008	0	0.00000	121	0.00006
Pantoea piersonii	2364647	S	0	0.00000	43	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Amphritea japonica	452627	S	0	0.00000	1587	0.00144	0	0.00000	488	0.00024	0	0.00000	879	0.00040
Halomonas sp. PA16-9	2576841	S	0	0.00000	133	0.00012	0	0.00000	46	0.00002	0	0.00000	11	0.00001
Pseudomonas aeruginosa	287	S	0	0.00000	1037	0.00094	0	0.00000	335	0.00017	0	0.00000	700	0.00032
Pseudomonas nitroreducens	46680	S	0	0.00000	45	0.00004	0	0.00000	19	0.00001	0	0.00000	10	0.00000
Pseudomonas sp. A2	107445	S	0	0.00000	73	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas syringae	317	S	0	0.00000	58	0.00005	0	0.00000	57	0.00003	0	0.00000	20	0.00001
Pseudomonas amygdali	47877	S	0	0.00000	24	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas putida	303	S	0	0.00000	24	0.00002	0	0.00000	0	0.00000	0	0.00000	116	0.00005
Pseudomonas chlororaphis	587753	S	0	0.00000	16	0.00001	0	0.00000	14	0.00001	0	0.00000	0	0.00000
Stutzerimonas stutzeri	316	S	0	0.00000	67	0.00006	0	0.00000	26	0.00001	0	0.00000	404	0.00018
Aeromonas caviae	648	S	0	0.00000	614	0.00056	0	0.00000	825	0.00041	0	0.00000	1325	0.00061
Aeromonas salmonicida	645	S	0	0.00000	255	0.00023	0	0.00000	264	0.00013	0	0.00000	578	0.00026
Xanthomonas citri	346	S	0	0.00000	573	0.00052	0	0.00000	344	0.00017	0	0.00000	226	0.00010
Xanthomonas translucens	343	S	0	0.00000	117	0.00011	0	0.00000	56	0.00003	0	0.00000	23	0.00001
Xanthomonas sacchari	56458	S	0	0.00000	39	0.00004	0	0.00000	13	0.00001	0	0.00000	37	0.00002
Stenotrophomonas maltophilia	40324	S	0	0.00000	51	0.00005	0	0.00000	19	0.00001	0	0.00000	289	0.00013
Acinetobacter baumannii	470	S	0	0.00000	499	0.00045	0	0.00000	175	0.00009	0	0.00000	361	0.00016
Acinetobacter variabilis	70346	S	0	0.00000	58	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acinetobacter cumulans	2136182	S	0	0.00000	44	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acinetobacter lwoffii	28090	S	0	0.00000	17	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acinetobacter pseudolwoffii	2053287	S	0	0.00000	10	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Enterovibrio luxaltus	1927128	S	0	0.00000	157	0.00014	0	0.00000	10	0.00000	0	0.00000	0	0.00000
Vibrio sp. THAF190c	2587865	S	0	0.00000	116	0.00011	0	0.00000	49	0.00002	0	0.00000	21	0.00001
Photobacterium sp. DA100	3027472	S	0	0.00000	30	0.00003	0	0.00000	21	0.00001	0	0.00000	0	0.00000
Photobacterium damselae	38293	S	0	0.00000	22	0.00002	0	0.00000	0	0.00000	0	0.00000	36	0.00002
Salinivibrio kushneri	1908198	S	0	0.00000	11	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Legionella adelaidensis	45056	S	0	0.00000	221	0.00020	0	0.00000	99	0.00005	0	0.00000	147	0.00007
Legionella pneumophila	446	S	0	0.00000	23	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Legionella lytica	96232	S	0	0.00000	13	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Shewanella xiamenensis	332186	S	0	0.00000	22	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Shewanella algae	38313	S	0	0.00000	20	0.00002	0	0.00000	41	0.00002	0	0.00000	114	0.00005
Pseudoalteromonas sp. THAF3	2587843	S	0	0.00000	17	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pasteurella multocida	747	S	0	0.00000	55	0.00005	0	0.00000	35	0.00002	0	0.00000	326	0.00015
Piscirickettsia salmonis	1238	S	0	0.00000	29	0.00003	0	0.00000	17	0.00001	0	0.00000	46	0.00002
Methylomagnum ishizawai	1760988	S	0	0.00000	10	0.00001	0	0.00000	41	0.00002	0	0.00000	64	0.00003
Rhizobium sp. NLR16a	2731112	S	0	0.00000	168	0.00015	0	0.00000	110	0.00005	0	0.00000	41	0.00002
Rhizobium sp. TRM95796	2979862	S	0	0.00000	57	0.00005	0	0.00000	28	0.00001	0	0.00000	13	0.00001
Rhizobium sp. SSM4.3	2919917	S	0	0.00000	30	0.00003	0	0.00000	25	0.00001	0	0.00000	59	0.00003
Rhizobium sp. C104	2917727	S	0	0.00000	143	0.00013	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhizobium sp. TRM96650	2979863	S	0	0.00000	23	0.00002	0	0.00000	44	0.00002	0	0.00000	0	0.00000
Rhizobium sp. TRM96647	2979861	S	0	0.00000	13	0.00001	0	0.00000	0	0.00000	0	0.00000	20	0.00001
Rhizobium sp. CB3171	3039157	S	0	0.00000	233	0.00021	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhizobium sp. CB3090	3039156	S	0	0.00000	26	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhizobium sp. NZLR1	2731096	S	0	0.00000	21	0.00002	0	0.00000	42	0.00002	0	0.00000	0	0.00000
Rhizobium sp. BG4	2613770	S	0	0.00000	13	0.00001	0	0.00000	0	0.00000	0	0.00000	25	0.00001
Rhizobium sp. WYJ-E13	2849093	S	0	0.00000	10	0.00001	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Rhizobium sp. 11515TR	2028343	S	0	0.00000	11	0.00001	0	0.00000	0	0.00000	0	0.00000	22	0.00001
Rhizobium sp. CC-CFT758	2926709	S	0	0.00000	15	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhizobium leguminosarum	384	S	0	0.00000	889	0.00081	0	0.00000	462	0.00023	0	0.00000	941	0.00043
Rhizobium binae	1138190	S	0	0.00000	214	0.00019	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhizobium tumorigenes	2041385	S	0	0.00000	136	0.00012	0	0.00000	0	0.00000	0	0.00000	441	0.00020
Rhizobium rhododendri	2506430	S	0	0.00000	132	0.00012	0	0.00000	90	0.00004	0	0.00000	0	0.00000
Rhizobium phaseoli	396	S	0	0.00000	118	0.00011	0	0.00000	43	0.00002	0	0.00000	49	0.00002
Rhizobium jaguaris	1312183	S	0	0.00000	25	0.00002	0	0.00000	33	0.00002	0	0.00000	300	0.00014
Rhizobium tropici	398	S	0	0.00000	100	0.00009	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhizobium lusitanum	293958	S	0	0.00000	19	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhizobium gallicum	56730	S	0	0.00000	49	0.00004	0	0.00000	0	0.00000	0	0.00000	186	0.00008
Rhizobium ruizarguesonis	2081791	S	0	0.00000	38	0.00003	0	0.00000	32	0.00002	0	0.00000	37	0.00002
Rhizobium anhuiense	1184720	S	0	0.00000	21	0.00002	0	0.00000	0	0.00000	0	0.00000	20	0.00001
Rhizobium sullae	50338	S	0	0.00000	14	0.00001	0	0.00000	22	0.00001	0	0.00000	0	0.00000
Rhizobium etli	29449	S	0	0.00000	17	0.00002	0	0.00000	46	0.00002	0	0.00000	28	0.00001
Rhizobium rhizoryzae	451876	S	0	0.00000	24	0.00002	0	0.00000	45	0.00002	0	0.00000	0	0.00000
Neorhizobium sp. EC2-8	3129230	S	0	0.00000	196	0.00018	0	0.00000	83	0.00004	0	0.00000	551	0.00025
Neorhizobium sp. SOG26	2060726	S	0	0.00000	134	0.00012	0	0.00000	101	0.00005	0	0.00000	0	0.00000
Neorhizobium galegae	399	S	0	0.00000	13	0.00001	0	0.00000	17	0.00001	0	0.00000	28	0.00001
Agrobacterium tumefaciens	358	S	0	0.00000	910	0.00083	0	0.00000	512	0.00026	0	0.00000	1854	0.00085
Agrobacterium vitis	373	S	0	0.00000	147	0.00013	0	0.00000	137	0.00007	0	0.00000	172	0.00008
Agrobacterium rubi	28099	S	0	0.00000	120	0.00011	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pararhizobium qamdonense	3031126	S	0	0.00000	27	0.00002	0	0.00000	18	0.00001	0	0.00000	16	0.00001
Pararhizobium sp. A13	3133975	S	0	0.00000	15	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Allorhizobium pseudoryzae	379684	S	0	0.00000	84	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudorhizobium flavum	1335061	S	0	0.00000	89	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Shinella sp. PSBB067	2715959	S	0	0.00000	2412	0.00219	0	0.00000	618	0.00031	0	0.00000	768	0.00035
Shinella sp. HZN7	879274	S	0	0.00000	104	0.00009	0	0.00000	487	0.00024	0	0.00000	0	0.00000
Shinella oryzae	2871820	S	0	0.00000	326	0.00030	0	0.00000	56	0.00003	0	0.00000	30	0.00001
Shinella zoogloeoides	352475	S	0	0.00000	493	0.00045	0	0.00000	290	0.00014	0	0.00000	0	0.00000
Sinorhizobium sp. BG8	2613773	S	0	0.00000	51	0.00005	0	0.00000	21	0.00001	0	0.00000	0	0.00000
Sinorhizobium fredii	380	S	0	0.00000	203	0.00018	0	0.00000	171	0.00009	0	0.00000	64	0.00003
Sinorhizobium medicae	110321	S	0	0.00000	357	0.00032	0	0.00000	226	0.00011	0	0.00000	165	0.00008
Sinorhizobium americanum	194963	S	0	0.00000	60	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sinorhizobium meliloti	382	S	0	0.00000	174	0.00016	0	0.00000	74	0.00004	0	0.00000	101	0.00005
Sinorhizobium chiapasense	501572	S	0	0.00000	34	0.00003	0	0.00000	15	0.00001	0	0.00000	0	0.00000
Sinorhizobium mexicanum	375549	S	0	0.00000	15	0.00001	0	0.00000	18	0.00001	0	0.00000	101	0.00005
Ensifer adhaerens	106592	S	0	0.00000	147	0.00013	0	0.00000	134	0.00007	0	0.00000	121	0.00006
Ensifer canadensis	555315	S	0	0.00000	43	0.00004	0	0.00000	23	0.00001	0	0.00000	90	0.00004
Ensifer sp. PDNC004	2811423	S	0	0.00000	26	0.00002	0	0.00000	18	0.00001	0	0.00000	17	0.00001
Ciceribacter thiooxidans	1969821	S	0	0.00000	21	0.00002	0	0.00000	29	0.00001	0	0.00000	30	0.00001
Peteryoungia desertarenae	1813451	S	0	0.00000	20	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Methylobacterium bullatum	570505	S	0	0.00000	233	0.00021	0	0.00000	123	0.00006	0	0.00000	46	0.00002
Methylobacterium aquaticum	270351	S	0	0.00000	228	0.00021	0	0.00000	79	0.00004	0	0.00000	65	0.00003
Microvirga roseola	2883126	S	0	0.00000	114	0.00010	0	0.00000	55	0.00003	0	0.00000	0	0.00000
Microvirga sp. VF16	2807101	S	0	0.00000	29	0.00003	0	0.00000	25	0.00001	0	0.00000	27	0.00001
Methylorubrum extorquens	408	S	0	0.00000	225	0.00020	0	0.00000	0	0.00000	0	0.00000	2267	0.00104
Mesorhizobium sp. AR07	2865838	S	0	0.00000	1372	0.00124	0	0.00000	322	0.00016	0	0.00000	944	0.00043
Mesorhizobium sp. B2-1-8	2589967	S	0	0.00000	52	0.00005	0	0.00000	48	0.00002	0	0.00000	0	0.00000
Mesorhizobium sp. INR15	2654248	S	0	0.00000	17	0.00002	0	0.00000	21	0.00001	0	0.00000	0	0.00000
Phyllobacterium sp. T1018	555316	S	0	0.00000	29	0.00003	0	0.00000	57	0.00003	0	0.00000	11	0.00001
Phyllobacterium sp. A18/5-2	2978392	S	0	0.00000	53	0.00005	0	0.00000	0	0.00000	0	0.00000	24	0.00001
Phyllobacterium sp. T1293	555317	S	0	0.00000	22	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Phyllobacterium zundukense	1867719	S	0	0.00000	23	0.00002	0	0.00000	22	0.00001	0	0.00000	60	0.00003
Nitratireductor sp. GZWM139	2950541	S	0	0.00000	43	0.00004	0	0.00000	0	0.00000	0	0.00000	34	0.00002
Bosea sp. RAC05	1842539	S	0	0.00000	123	0.00011	0	0.00000	27	0.00001	0	0.00000	0	0.00000
Bosea sp. Tri-49	1867715	S	0	0.00000	15	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Methylosinus sp. C49	2699395	S	0	0.00000	133	0.00012	0	0.00000	70	0.00003	0	0.00000	0	0.00000
Roseibium algicola	2857014	S	0	0.00000	92	0.00008	0	0.00000	33	0.00002	0	0.00000	0	0.00000
Afipia sp. NBIMC_P1-C1	1320552	S	0	0.00000	467	0.00042	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chelatococcus daeguensis	444444	S	0	0.00000	19	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lichenihabitans psoromatis	2528642	S	0	0.00000	13	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Paracoccus pantotrophus	82367	S	0	0.00000	498	0.00045	0	0.00000	283	0.00014	0	0.00000	0	0.00000
Paracoccus versutus	34007	S	0	0.00000	746	0.00068	0	0.00000	286	0.00014	0	0.00000	290	0.00013
Paracoccus denitrificans	266	S	0	0.00000	125	0.00011	0	0.00000	243	0.00012	0	0.00000	169	0.00008
Paracoccus aminovorans	34004	S	0	0.00000	81	0.00007	0	0.00000	70	0.00003	0	0.00000	65	0.00003
Paracoccus liaowanqingii	2560053	S	0	0.00000	27	0.00002	0	0.00000	35	0.00002	0	0.00000	12	0.00001
Paracoccus alcaliphilus	34002	S	0	0.00000	29	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Paracoccus yeei	147645	S	0	0.00000	150	0.00014	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Paracoccus seriniphilus	184748	S	0	0.00000	18	0.00002	0	0.00000	17	0.00001	0	0.00000	19	0.00001
Paracoccus sp. TOH	1263728	S	0	0.00000	22	0.00002	0	0.00000	55	0.00003	0	0.00000	51	0.00002
Paracoccus methylovorus	2812658	S	0	0.00000	10	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tritonibacter mobilis	379347	S	0	0.00000	633	0.00057	0	0.00000	339	0.00017	0	0.00000	1946	0.00089
Paroceanicella profunda	2579971	S	0	0.00000	693	0.00063	0	0.00000	116	0.00006	0	0.00000	128	0.00006
Thioclava sp. GXIMD4215	3131928	S	0	0.00000	39	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pacificitalea manganoxidans	1411902	S	0	0.00000	892	0.00081	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cereibacter sphaeroides	1063	S	0	0.00000	21	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudorhodobacter turbinis	2500533	S	0	0.00000	23	0.00002	0	0.00000	19	0.00001	0	0.00000	62	0.00003
Aliiroseovarius crassostreae	154981	S	0	0.00000	13	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Roseicitreum antarcticum	564137	S	0	0.00000	13	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Haematobacter massiliensis	195105	S	0	0.00000	299	0.00027	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Qingshengfaniella alkalisoli	2599296	S	0	0.00000	11	0.00001	0	0.00000	0	0.00000	0	0.00000	17	0.00001
Pseudosulfitobacter pseudonitzschiae	1402135	S	0	0.00000	2006	0.00182	0	0.00000	1082	0.00054	0	0.00000	496	0.00023
Leisingera thetidis	2930199	S	0	0.00000	51	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ruegeria pomeroyi	89184	S	0	0.00000	10	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Salipiger abyssi	1250539	S	0	0.00000	1007	0.00091	0	0.00000	0	0.00000	0	0.00000	7170	0.00327
Salipiger sp. CCB-MM3	1792508	S	0	0.00000	10	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Phaeobacter inhibens	221822	S	0	0.00000	130	0.00012	0	0.00000	0	0.00000	0	0.00000	92	0.00004
Ketogulonicigenium vulgare	92945	S	0	0.00000	54	0.00005	0	0.00000	41	0.00002	0	0.00000	0	0.00000
Alloyangia pacifica	311180	S	0	0.00000	14	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Azospirillum brasilense	192	S	0	0.00000	732	0.00066	0	0.00000	238	0.00012	0	0.00000	629	0.00029
Azospirillum thermophilum	2202148	S	0	0.00000	427	0.00039	0	0.00000	218	0.00011	0	0.00000	392	0.00018
Azospirillum argentinense	2970906	S	0	0.00000	559	0.00051	0	0.00000	586	0.00029	0	0.00000	69	0.00003
Azospirillum sp. B510	137722	S	0	0.00000	61	0.00006	0	0.00000	97	0.00005	0	0.00000	125	0.00006
Azospirillum sp. TSH58	664962	S	0	0.00000	131	0.00012	0	0.00000	134	0.00007	0	0.00000	37	0.00002
Azospirillum oryzae	286727	S	0	0.00000	237	0.00021	0	0.00000	54	0.00003	0	0.00000	27	0.00001
Azospirillum ramasamyi	682998	S	0	0.00000	83	0.00008	0	0.00000	28	0.00001	0	0.00000	26	0.00001
Azospirillum lipoferum	193	S	0	0.00000	110	0.00010	0	0.00000	197	0.00010	0	0.00000	0	0.00000
Azospirillum humicireducens	1226968	S	0	0.00000	38	0.00003	0	0.00000	99	0.00005	0	0.00000	13	0.00001
Indioceanicola profundi	2220096	S	0	0.00000	358	0.00032	0	0.00000	0	0.00000	0	0.00000	532	0.00024
Niveispirillum cyanobacteriorum	1612173	S	0	0.00000	82	0.00007	0	0.00000	23	0.00001	0	0.00000	30	0.00001
Komagataeibacter xylinus	28448	S	0	0.00000	64	0.00006	0	0.00000	17	0.00001	0	0.00000	0	0.00000
Komagataeibacter intermedius	66229	S	0	0.00000	429	0.00039	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Roseomonas mucosa	207340	S	0	0.00000	525	0.00048	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Roseomonas gilardii	257708	S	0	0.00000	24	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Roseomonas marmotae	2768161	S	0	0.00000	11	0.00001	0	0.00000	0	0.00000	0	0.00000	198	0.00009
Oecophyllibacter saccharovorans	2558360	S	0	0.00000	146	0.00013	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thalassospira marina	2048283	S	0	0.00000	65	0.00006	0	0.00000	44	0.00002	0	0.00000	43	0.00002
Novosphingobium sp. ES2-1	2780074	S	0	0.00000	87	0.00008	0	0.00000	298	0.00015	0	0.00000	0	0.00000
Novosphingobium sp. RL4	3109595	S	0	0.00000	26	0.00002	0	0.00000	37	0.00002	0	0.00000	16	0.00001
Novosphingobium humi	2282397	S	0	0.00000	19	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Novosphingobium terrae	2726189	S	0	0.00000	19	0.00002	0	0.00000	13	0.00001	0	0.00000	16	0.00001
Novosphingobium pentaromativorans	205844	S	0	0.00000	60	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Novosphingobium resinovorum	158500	S	0	0.00000	141	0.00013	0	0.00000	0	0.00000	0	0.00000	200	0.00009
Novosphingobium capsulatum	13688	S	0	0.00000	129	0.00012	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingomonas taxi	1549858	S	0	0.00000	78	0.00007	0	0.00000	41	0.00002	0	0.00000	0	0.00000
Sphingobium sp. V4	3038927	S	0	0.00000	34	0.00003	0	0.00000	31	0.00002	0	0.00000	0	0.00000
Sphingobium chlorophenolicum	46429	S	0	0.00000	60	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingopyxis indica	436663	S	0	0.00000	391	0.00035	0	0.00000	0	0.00000	0	0.00000	138	0.00006
Phenylobacterium zucineum	284016	S	0	0.00000	1445	0.00131	0	0.00000	136	0.00007	0	0.00000	117	0.00005
Caulobacter rhizosphaerae	2010972	S	0	0.00000	67	0.00006	0	0.00000	12	0.00001	0	0.00000	62	0.00003
Tistrella mobilis	171437	S	0	0.00000	272	0.00025	0	0.00000	91	0.00005	0	0.00000	21	0.00001
Burkholderia vietnamiensis	60552	S	0	0.00000	509	0.00046	0	0.00000	297	0.00015	0	0.00000	556	0.00025
Burkholderia arboris	488730	S	0	0.00000	167	0.00015	0	0.00000	31	0.00002	0	0.00000	35	0.00002
Burkholderia multivorans	87883	S	0	0.00000	55	0.00005	0	0.00000	0	0.00000	0	0.00000	32	0.00001
Burkholderia cenocepacia	95486	S	0	0.00000	59	0.00005	0	0.00000	240	0.00012	0	0.00000	109	0.00005
Burkholderia sp. JP2-270	2217913	S	0	0.00000	167	0.00015	0	0.00000	35	0.00002	0	0.00000	0	0.00000
Burkholderia sp. PAMC 26561	1795043	S	0	0.00000	33	0.00003	0	0.00000	0	0.00000	0	0.00000	162	0.00007
Ralstonia solanacearum	305	S	0	0.00000	350	0.00032	0	0.00000	153	0.00008	0	0.00000	186	0.00008
Ralstonia syzygii	28097	S	0	0.00000	155	0.00014	0	0.00000	102	0.00005	0	0.00000	374	0.00017
Ralstonia pseudosolanacearum	1310165	S	0	0.00000	48	0.00004	0	0.00000	0	0.00000	0	0.00000	183	0.00008
Ralstonia pickettii	329	S	0	0.00000	419	0.00038	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ralstonia sp. RRA.1	3122075	S	0	0.00000	54	0.00005	0	0.00000	467	0.00023	0	0.00000	418	0.00019
Cupriavidus taiwanensis	164546	S	0	0.00000	270	0.00024	0	0.00000	212	0.00011	0	0.00000	1093	0.00050
Cupriavidus metallidurans	119219	S	0	0.00000	442	0.00040	0	0.00000	262	0.00013	0	0.00000	0	0.00000
Cupriavidus sp. EM10	2839983	S	0	0.00000	75	0.00007	0	0.00000	0	0.00000	0	0.00000	59	0.00003
Cupriavidus campinensis	151783	S	0	0.00000	52	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cupriavidus oxalaticus	96344	S	0	0.00000	30	0.00003	0	0.00000	0	0.00000	0	0.00000	56	0.00003
Cupriavidus necator	106590	S	0	0.00000	20	0.00002	0	0.00000	0	0.00000	0	0.00000	110	0.00005
Paraburkholderia sp. PGU19	2735434	S	0	0.00000	64	0.00006	0	0.00000	55	0.00003	0	0.00000	50	0.00002
Paraburkholderia caribensis	75105	S	0	0.00000	21	0.00002	0	0.00000	18	0.00001	0	0.00000	0	0.00000
Paraburkholderia aromaticivorans	2026199	S	0	0.00000	47	0.00004	0	0.00000	0	0.00000	0	0.00000	84	0.00004
Paraburkholderia phymatum	148447	S	0	0.00000	19	0.00002	0	0.00000	35	0.00002	0	0.00000	15	0.00001
Caballeronia sp. NK8	140098	S	0	0.00000	175	0.00016	0	0.00000	0	0.00000	0	0.00000	397	0.00018
Caballeronia sp. M1242	2814653	S	0	0.00000	98	0.00009	0	0.00000	55	0.00003	0	0.00000	14	0.00001
Variovorax sp. WDL1	207745	S	0	0.00000	322	0.00029	0	0.00000	171	0.00009	0	0.00000	172	0.00008
Variovorax sp. PDNC026	2811425	S	0	0.00000	25	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Variovorax paradoxus	34073	S	0	0.00000	157	0.00014	0	0.00000	200	0.00010	0	0.00000	236	0.00011
Comamonas odontotermitis	379895	S	0	0.00000	921	0.00084	0	0.00000	1082	0.00054	0	0.00000	276	0.00013
Roseateles sp. XES5	2877940	S	0	0.00000	71	0.00006	0	0.00000	53	0.00003	0	0.00000	0	0.00000
Mitsuaria sp. 7	1658665	S	0	0.00000	256	0.00023	0	0.00000	223	0.00011	0	0.00000	141	0.00006
Aquincola tertiaricarbonis	391953	S	0	0.00000	257	0.00023	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ideonella dechloratans	36863	S	0	0.00000	38	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aquabacterium sp. OR-4	2978127	S	0	0.00000	18	0.00002	0	0.00000	15	0.00001	0	0.00000	0	0.00000
Chromobacterium amazonense	1382803	S	0	0.00000	982	0.00089	0	0.00000	727	0.00036	0	0.00000	437	0.00020
Neisseria gonorrhoeae	485	S	0	0.00000	246	0.00022	0	0.00000	295	0.00015	0	0.00000	176	0.00008
Acidithiobacillus sp. AMEEHan	2994951	S	0	0.00000	53	0.00005	0	0.00000	20	0.00001	0	0.00000	24	0.00001
Bacteroides sp. MSB163	3117552	S	0	0.00000	161	0.00015	0	0.00000	1314	0.00066	0	0.00000	0	0.00000
Bacteroides sp.	29523	S	0	0.00000	40	0.00004	0	0.00000	733	0.00037	373	0.00494	3294	0.00150
Bacteroides faecis	674529	S	0	0.00000	804	0.00073	219	0.00739	20230	0.01010	0	0.00000	2131	0.00097
Bacteroides zhangwenhongii	2650157	S	0	0.00000	852	0.00077	898	0.03030	27246	0.01360	148	0.00196	1010	0.00046
